,PL electricity final use 2023,PL hydro ROR 2023
252,19956.83789954338,276.0
253,19622.168949771694,276.0
254,19305.114155251144,276.0
255,18988.059360730596,276.0
256,18776.689497716896,276.0
257,18653.390410958906,276.0
258,18864.760273972603,276.0
259,19252.271689497717,276.0
260,19111.358447488587,276.0
261,17702.22602739726,276.0
262,16257.865296803655,276.0
263,15112.945205479453,276.0
264,14408.37899543379,276.0
265,14161.78082191781,276.0
266,14020.867579908678,276.0
267,13809.497716894979,276.0
268,14020.867579908678,276.0
269,16081.72374429224,276.0
270,18213.03652968037,276.0
271,19234.657534246577,276.0
272,19551.712328767127,276.0
273,19516.484018264844,276.0
274,19798.310502283108,276.0
275,19763.082191780824,276.0
276,19710.239726027397,276.0
277,19481.25570776256,276.0
278,19111.358447488587,276.0
279,18741.461187214616,276.0
280,18618.162100456622,276.0
281,18371.56392694064,276.0
282,18389.178082191782,276.0
283,18829.53196347032,276.0
284,19217.043378995433,276.0
285,17737.454337899544,276.0
286,16169.794520547946,276.0
287,15112.945205479453,276.0
288,14408.37899543379,276.0
289,14056.095890410961,276.0
290,14003.253424657536,276.0
291,13721.42694063927,276.0
292,13862.340182648404,276.0
293,15940.810502283106,276.0
294,17913.595890410958,276.0
295,18882.374429223746,276.0
296,19058.515981735163,276.0
297,18988.059360730596,276.0
298,19234.657534246577,276.0
299,19340.342465753427,276.0
300,19287.5,276.0
301,18952.831050228313,276.0
302,18618.162100456622,276.0
303,18371.56392694064,276.0
304,18124.965753424658,276.0
305,17895.981735159818,276.0
306,18072.123287671235,276.0
307,18442.020547945205,276.0
308,18811.91780821918,276.0
309,17578.92694063927,276.0
310,16081.72374429224,276.0
311,14954.41780821918,276.0
312,14285.079908675802,276.0
313,13862.340182648404,276.0
314,13668.584474885845,276.0
315,13193.002283105025,276.0
316,12875.947488584476,276.0
317,13703.812785388129,276.0
318,15112.945205479453,276.0
319,16328.321917808222,276.0
320,17085.730593607306,276.0
321,17279.486301369863,276.0
322,17385.171232876713,276.0
323,17297.100456621007,276.0
324,17120.95890410959,276.0
325,16698.219178082192,276.0
326,16169.794520547946,276.0
327,15835.125570776258,276.0
328,15570.913242009134,276.0
329,15553.299086757992,276.0
330,15676.598173515984,276.0
331,16064.109589041098,276.0
332,16715.833333333332,276.0
333,15852.7397260274,276.0
334,14566.906392694063,276.0
335,13404.372146118723,276.0
336,12382.751141552511,276.0
337,12012.853881278541,276.0
338,11766.255707762559,276.0
339,11748.641552511417,276.0
340,11167.374429223746,276.0
341,11308.287671232878,276.0
342,12188.995433789954,276.0
343,13263.45890410959,276.0
344,14232.237442922376,276.0
345,14936.803652968038,276.0
346,15024.874429223744,276.0
347,14936.803652968038,276.0
348,14972.031963470321,276.0
349,14725.433789954339,276.0
350,14478.835616438357,276.0
351,14320.308219178083,276.0
352,14302.694063926943,276.0
353,14425.993150684932,276.0
354,14725.433789954339,276.0
355,15958.424657534248,276.0
356,16081.72374429224,276.0
357,15112.945205479453,276.0
358,13844.726027397262,276.0
359,12946.404109589042,276.0
360,12506.050228310503,276.0
361,12277.066210045663,276.0
362,12224.223744292238,276.0
363,12329.908675799086,276.0
364,12470.82191780822,276.0
365,14461.221461187215,276.0
366,16839.132420091326,276.0
367,18582.93378995434,276.0
368,19305.114155251144,276.0
369,19639.783105022834,276.0
370,19974.45205479452,276.0
371,20080.13698630137,276.0
372,20115.36529680365,276.0
373,19798.310502283108,276.0
374,19393.18493150685,276.0
375,19111.358447488587,276.0
376,18811.91780821918,276.0
377,18512.477168949772,276.0
378,18706.232876712333,276.0
379,19798.310502283108,276.0
380,19076.130136986303,276.0
381,17314.714611872147,276.0
382,15993.652968036531,276.0
383,14936.803652968038,276.0
384,14425.993150684932,276.0
385,14056.095890410961,276.0
386,14108.938356164386,276.0
387,14285.079908675802,276.0
388,14285.079908675802,276.0
389,15852.7397260274,276.0
390,17649.383561643837,276.0
391,18864.760273972603,276.0
392,19446.027397260277,276.0
393,19763.082191780824,276.0
394,20115.36529680365,276.0
395,20414.805936073062,276.0
396,20432.420091324202,276.0
397,20009.680365296805,276.0
398,19675.011415525114,276.0
399,19305.114155251144,276.0
400,19023.28767123288,276.0
401,18741.461187214616,276.0
402,19023.28767123288,276.0
403,20221.0502283105,276.0
404,19375.57077625571,276.0
405,17825.525114155254,276.0
406,16345.936073059363,276.0
407,15218.630136986303,276.0
408,14584.520547945205,276.0
409,14232.237442922376,276.0
410,14091.324200913245,276.0
411,14214.623287671235,276.0
412,14267.46575342466,276.0
413,15782.283105022832,276.0
414,17807.91095890411,276.0
415,19093.744292237447,276.0
416,19745.46803652968,276.0
417,19939.223744292238,276.0
418,20273.89269406393,276.0
419,20291.50684931507,276.0
420,20273.89269406393,276.0
421,19868.76712328767,276.0
422,19586.94063926941,276.0
423,19111.358447488587,276.0
424,18759.075342465752,276.0
425,18582.93378995434,276.0
426,18847.146118721463,276.0
427,20115.36529680365,276.0
428,19357.956621004567,276.0
429,17684.61187214612,276.0
430,16328.321917808222,276.0
431,15130.559360730595,276.0
432,14549.292237442924,276.0
433,14249.851598173518,276.0
434,14161.78082191781,276.0
435,14285.079908675802,276.0
436,14249.851598173518,276.0
437,15676.598173515984,276.0
438,17561.31278538813,276.0
439,18811.91780821918,276.0
440,19463.641552511417,276.0
441,19622.168949771694,276.0
442,20044.908675799088,276.0
443,20115.36529680365,276.0
444,20185.821917808218,276.0
445,19710.239726027397,276.0
446,19322.728310502283,276.0
447,18970.445205479453,276.0
448,18653.390410958906,276.0
449,18371.56392694064,276.0
450,18600.547945205482,276.0
451,19992.066210045665,276.0
452,19217.043378995433,276.0
453,17666.997716894977,276.0
454,16345.936073059363,276.0
455,15148.173515981736,276.0
456,14320.308219178083,276.0
457,14020.867579908678,276.0
458,13985.639269406394,276.0
459,14056.095890410961,276.0
460,14003.253424657536,276.0
461,15500.456621004567,276.0
462,17209.029680365296,276.0
463,18530.091324200916,276.0
464,19199.429223744297,276.0
465,19481.25570776256,276.0
466,19851.15296803653,276.0
467,19921.609589041098,276.0
468,20009.680365296805,276.0
469,19675.011415525114,276.0
470,19375.57077625571,276.0
471,19040.90182648402,276.0
472,18706.232876712333,276.0
473,18530.091324200916,276.0
474,18864.760273972603,276.0
475,19833.538812785388,276.0
476,18794.303652968036,276.0
477,17455.62785388128,276.0
478,16240.251141552513,276.0
479,15236.244292237445,276.0
480,14390.764840182648,276.0
481,14144.166666666668,276.0
482,13968.025114155253,276.0
483,13915.182648401827,276.0
484,13510.057077625572,276.0
485,14003.253424657536,276.0
486,15183.40182648402,276.0
487,16504.463470319635,276.0
488,17279.486301369863,276.0
489,17737.454337899544,276.0
490,17931.2100456621,276.0
491,17755.068493150688,276.0
492,17684.61187214612,276.0
493,17156.187214611873,276.0
494,16733.447488584476,276.0
495,16469.235159817355,276.0
496,16240.251141552513,276.0
497,16152.180365296805,276.0
498,16434.006849315072,276.0
499,17614.155251141554,276.0
500,16874.36073059361,276.0
501,15747.054794520549,276.0
502,14637.36301369863,276.0
503,13545.285388127855,276.0
504,15042.488584474886,276.0
505,14690.205479452055,276.0
506,14672.591324200914,276.0
507,14883.961187214612,276.0
508,15588.527397260275,276.0
509,17948.82420091324,276.0
510,19710.239726027397,276.0
511,20291.50684931507,276.0
512,20679.018264840182,276.0
513,20696.632420091326,276.0
514,20960.84474885845,276.0
515,20978.458904109593,276.0
516,20960.84474885845,276.0
517,20643.7899543379,276.0
518,20326.73515981735,276.0
519,20344.349315068495,276.0
520,20996.07305936073,276.0
521,21929.623287671235,276.0
522,21964.851598173518,276.0
523,21225.057077625574,276.0
524,19815.924657534248,276.0
525,18195.422374429225,276.0
526,16839.132420091326,276.0
527,15676.598173515984,276.0
528,15007.260273972604,276.0
529,14725.433789954339,276.0
530,14725.433789954339,276.0
531,14954.41780821918,276.0
532,15658.984018264842,276.0
533,18054.50913242009,276.0
534,19639.783105022834,276.0
535,20185.821917808218,276.0
536,20555.719178082192,276.0
537,20414.805936073062,276.0
538,20573.333333333332,276.0
539,20573.333333333332,276.0
540,20538.105022831052,276.0
541,20203.43607305936,276.0
542,19886.381278538815,276.0
543,19763.082191780824,276.0
544,20573.333333333332,276.0
545,21964.851598173518,276.0
546,21947.237442922375,276.0
547,21172.214611872147,276.0
548,19798.310502283108,276.0
549,18353.9497716895,276.0
550,17138.573059360733,276.0
551,15923.196347031966,276.0
552,15165.787671232878,276.0
553,14831.118721461187,276.0
554,14672.591324200914,276.0
555,14743.04794520548,276.0
556,14936.803652968038,276.0
557,15782.283105022832,276.0
558,16662.99086757991,276.0
559,17684.61187214612,276.0
560,18723.847031963473,276.0
561,19111.358447488587,276.0
562,19357.956621004567,276.0
563,19199.429223744297,276.0
564,19111.358447488587,276.0
565,18547.705479452055,276.0
566,18195.422374429225,276.0
567,18195.422374429225,276.0
568,18847.146118721463,276.0
569,19763.082191780824,276.0
570,19569.326484018267,276.0
571,18864.760273972603,276.0
572,17614.155251141554,276.0
573,16557.30593607306,276.0
574,15535.68493150685,276.0
575,14478.835616438357,276.0
576,13809.497716894979,276.0
577,13421.986301369865,276.0
578,13333.915525114156,276.0
579,13210.616438356166,276.0
580,13263.45890410959,276.0
581,13457.214611872147,276.0
582,13562.899543378997,276.0
583,14408.37899543379,276.0
584,15341.929223744293,276.0
585,16011.267123287673,276.0
586,16469.235159817355,276.0
587,16574.920091324202,276.0
588,16592.534246575342,276.0
589,16522.077625570775,276.0
590,16205.02283105023,276.0
591,16028.881278538815,276.0
592,16856.746575342466,276.0
593,18442.020547945205,276.0
594,18582.93378995434,276.0
595,18618.162100456622,276.0
596,17966.438356164384,276.0
597,16962.431506849316,276.0
598,16064.109589041098,276.0
599,15077.71689497717,276.0
600,14285.079908675802,276.0
601,13985.639269406394,276.0
602,13897.568493150686,276.0
603,14003.253424657536,276.0
604,14337.922374429223,276.0
605,15289.086757990868,276.0
606,17438.013698630137,276.0
607,19551.712328767127,276.0
608,20802.317351598176,276.0
609,21295.51369863014,276.0
610,21207.44292237443,276.0
611,21383.584474885847,276.0
612,21542.11187214612,276.0
613,21559.72602739726,276.0
614,21154.600456621007,276.0
615,21048.915525114156,276.0
616,21929.623287671235,276.0
617,22933.630136986303,276.0
618,22669.41780821918,276.0
619,22387.591324200912,276.0
620,21594.954337899544,276.0
621,20221.0502283105,276.0
622,18371.56392694064,276.0
623,17015.27397260274,276.0
624,16134.566210045665,276.0
625,15518.070776255709,276.0
626,15253.858447488585,276.0
627,15324.315068493152,276.0
628,15606.141552511417,276.0
629,16328.321917808222,276.0
630,18248.264840182652,276.0
631,20027.29452054795,276.0
632,20925.616438356166,276.0
633,21207.44292237443,276.0
634,21136.986301369863,276.0
635,21330.742009132424,276.0
636,21524.497716894977,276.0
637,21542.11187214612,276.0
638,21242.671232876713,276.0
639,21101.75799086758,276.0
640,22052.922374429225,276.0
641,22951.244292237443,276.0
642,22704.646118721463,276.0
643,22440.43378995434,276.0
644,21718.253424657538,276.0
645,20150.593607305935,276.0
646,18530.091324200916,276.0
647,17138.573059360733,276.0
648,16064.109589041098,276.0
649,15465.228310502285,276.0
650,15236.244292237445,276.0
651,15271.472602739726,276.0
652,15500.456621004567,276.0
653,16152.180365296805,276.0
654,18001.666666666668,276.0
655,19780.696347031964,276.0
656,20714.246575342466,276.0
657,20960.84474885845,276.0
658,20784.703196347033,276.0
659,20908.002283105026,276.0
660,20802.317351598176,276.0
661,20767.089041095893,276.0
662,20221.0502283105,276.0
663,19956.83789954338,276.0
664,20890.388127853883,276.0
665,22211.4497716895,276.0
666,22017.69406392694,276.0
667,21683.025114155254,276.0
668,20925.616438356166,276.0
669,19340.342465753427,276.0
670,17438.013698630137,276.0
671,15976.03881278539,276.0
